Título;Enlace;Fecha;Primeros_Párrafos;Etiqueta;text;idioma;loc_final
L’estafadora de les vuit cares;https://www.elperiodico.cat/ca/successos/20221025/dona-impostora-mossos-estafadora-77684204;25/10/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències;Successos;L’estafadora de les vuit cares Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències;ca;Cataluña
Els Mossos d’Esquadra busquen un home fugit després d’atracar un banc als Hostalets de Pierola (Barcelona);https://www.elperiodico.cat/ca/successos/20221024/mossos-esquadra-busquen-home-fugit-hostalets-de-pierola-atracament-banc-77663024;24/10/2022;Els Mossos d’Esquadra han desplegat un ampli dispositiu, amb l’ajuda d’un helicòpter i de la unitat canina, per localitzar i detenir un home que aquest dillunsha atracat una entitat bancària dels Hostalets de Pierola(Barcelona), on ha irromput amb una arma de foc i s’ha emportat uns 600 euros.;Successos;Els Mossos d’Esquadra busquen un home fugit després d’atracar un banc als Hostalets de Pierola (Barcelona) Els Mossos d’Esquadra han desplegat un ampli dispositiu, amb l’ajuda d’un helicòpter i de la unitat canina, per localitzar i detenir un home que aquest dillunsha atracat una entitat bancària dels Hostalets de Pierola(Barcelona), on ha irromput amb una arma de foc i s’ha emportat uns 600 euros.;ca;Cataluña
Presó per al detingut per matar un jove d’un cop de puny en una discoteca d’Alacant;https://www.elperiodico.cat/ca/successos/20221024/preso-detingut-matar-jove-cop-de-puny-77659402;24/10/2022;El Jutjat d’Instrucció número 1 d’Alacant, en funcions de guàrdia, ha acordat aquest migdia lapresó provisional, comunicada i sense fiança per a l’home de 33 anysdetingutper la Policia com a presumpte autor de lamort d’un jove de 26 anysa qui va clavar uncop de punydesprés que la víctima fos expulsada de la discoteca Copity en elcomplex d’oci Laseda Gastro Village,a la zona del golf de la platja de Sant Joan.;Successos;Presó per al detingut per matar un jove d’un cop de puny en una discoteca d’Alacant El Jutjat d’Instrucció número 1 d’Alacant, en funcions de guàrdia, ha acordat aquest migdia lapresó provisional, comunicada i sense fiança per a l’home de 33 anysdetingutper la Policia com a presumpte autor de lamort d’un jove de 26 anysa qui va clavar uncop de punydesprés que la víctima fos expulsada de la discoteca Copity en elcomplex d’oci Laseda Gastro Village,a la zona del golf de la platja de Sant Joan.;ca;Cataluña
Detingut per presumptament atacar el seu pare i atrinxerar-se a casa seva, a Castelldefels;https://www.elperiodico.cat/ca/castelldefels/20221024/detingut-home-presumptament-atacar-pare-atrinxerar-se-casa-castelldefels-77653304;24/10/2022;ElsMossos d’Esquadravan detenir un home queva atacar el seu pare i es va atrinxerar a casa seva, aCastelldefels(Baix Llobregat), aquest diumenge a la tarda, segons ha informat la policia catalana Europa Press aquest dilluns.;Successos;Detingut per presumptament atacar el seu pare i atrinxerar-se a casa seva, a Castelldefels ElsMossos d’Esquadravan detenir un home queva atacar el seu pare i es va atrinxerar a casa seva, aCastelldefels(Baix Llobregat), aquest diumenge a la tarda, segons ha informat la policia catalana Europa Press aquest dilluns.;ca;Cataluña
Els Mossos localitzen la noia de 16 anys desapareguda el 15 d’octubre;https://www.elperiodico.cat/ca/successos/20221024/localitzada-noia-16-anys-desapareguda-barcelona-77474832;24/10/2022;ElsMossos d’Esquadrahanlocalitzat la Shirley, la noia de 16 anys que va desaparèixer el 15 d’octubre a Barcelona, que es troba enbon estat de salut.La policia catalana havia fet una crida a la ciutadania a les xarxes socials per ajudar a trobar-la, juntament amb la Salma, una menor de 16 anys desapareguda a Palau-solità i Plegamans (Vallès Occidental, Barcelona) el 14 d’octubre, i que continuasense aparèixer.;Successos;Els Mossos localitzen la noia de 16 anys desapareguda el 15 d’octubre ElsMossos d’Esquadrahanlocalitzat la Shirley, la noia de 16 anys que va desaparèixer el 15 d’octubre a Barcelona, que es troba enbon estat de salut.La policia catalana havia fet una crida a la ciutadania a les xarxes socials per ajudar a trobar-la, juntament amb la Salma, una menor de 16 anys desapareguda a Palau-solità i Plegamans (Vallès Occidental, Barcelona) el 14 d’octubre, i que continuasense aparèixer.;ca;Cataluña
Un conductor atropella un mosso i fuig;https://www.elperiodico.cat/ca/successos/20221023/conductor-fuig-atropella-mosso-esquadra-el-vendrell-77619574;23/10/2022;ElsMossos d’Esquadrabusquen elconductord’un turisme queha atropellat un agentdel cos alVendrell(Tarragona). L’atropellament ha tingut lloc aquest diumenge cap a les 16.00 hores al carrer Transversal de la capital del Baix Penedès, quan una patrulla ha intentat aturar el vehicle i, en aquest moment, el conductorha accelerati ha acabat envestint un dels mossos.;Successos;Un conductor atropella un mosso i fuig ElsMossos d’Esquadrabusquen elconductord’un turisme queha atropellat un agentdel cos alVendrell(Tarragona). L’atropellament ha tingut lloc aquest diumenge cap a les 16.00 hores al carrer Transversal de la capital del Baix Penedès, quan una patrulla ha intentat aturar el vehicle i, en aquest moment, el conductorha accelerati ha acabat envestint un dels mossos.;ca;Cataluña
Un home de 28 anys degolla la seva parella a Alacant i després intenta suïcidar-se;https://www.elperiodico.cat/ca/successos/20221023/home-28-anys-degolla-parella-77599334;23/10/2022;Un home de 28 anys es troba greu a l’hospital al llançar-se des d’un cinquè pis en un celobert després de, presumptament, degollar la seva parella, de 29 anys, al domicili familiar d’un edifici aAlcoi(Alacant).;Successos;Un home de 28 anys degolla la seva parella a Alacant i després intenta suïcidar-se Un home de 28 anys es troba greu a l’hospital al llançar-se des d’un cinquè pis en un celobert després de, presumptament, degollar la seva parella, de 29 anys, al domicili familiar d’un edifici aAlcoi(Alacant).;ca;Cataluña
Els Mossos busquen dues menors desaparegudes a Barcelona en tot just 24 hores;https://www.elperiodico.cat/ca/successos/20221021/dues-menors-desaparegudes-barcelona-catalunya-mossos-busquen-77548484;21/10/2022;ElsMossos d’Esquadrahan demanat aquest divendres la col·laboració ciutadana per trobar laSalma, una menor de 16 anys desapareguda aPalau-solità i Plegamans(Vallès Occidental, Barcelona) elpassat dia 14.;Successos;Els Mossos busquen dues menors desaparegudes a Barcelona en tot just 24 hores ElsMossos d’Esquadrahan demanat aquest divendres la col·laboració ciutadana per trobar laSalma, una menor de 16 anys desapareguda aPalau-solità i Plegamans(Vallès Occidental, Barcelona) elpassat dia 14.;ca;Cataluña
El jurat exculpa l’acusada d’induir un amic a matar el seu pare a Vilanova;https://www.elperiodico.cat/ca/successos/20221021/jurat-exculpa-acusada-induir-amic-77522840;21/10/2022;El jurat ha exculpat Alba Andreu, acusada d’induir el seu amic, Ismael Molina, aassassinar a ganivetades el seu pare el 8 de juny del 2019 a Vilanova i la Geltrú. El tribunal popular, a més, considera culpable el noi, que pateix esquizofrènia paranoide, del parricidi del seu progenitor.;Successos;El jurat exculpa l’acusada d’induir un amic a matar el seu pare a Vilanova El jurat ha exculpat Alba Andreu, acusada d’induir el seu amic, Ismael Molina, aassassinar a ganivetades el seu pare el 8 de juny del 2019 a Vilanova i la Geltrú. El tribunal popular, a més, considera culpable el noi, que pateix esquizofrènia paranoide, del parricidi del seu progenitor.;ca;Cataluña
«La Mireia estava feliç perquè havia de ser mare»;https://www.elperiodico.cat/ca/successos/20221021/mireia-felic-havia-ser-mare-77527993;21/10/2022;«La Mireia estava feliç perquè havia de ser mare». Sense donar crèdit al que estava passant, una coneguda de lapresumpta raptoradelnadó de Basurtoexplicava ahir al matí a DEIA que la jove de 24 anys estava «molt contenta» davant l’imminentnaixement del seu primer fill. Ho havia explicat a les seves amigues i fins i tot els havia ensenyat les fotos de les ecografies que li havien realitzat durant l’embaràs. La Mireia ho tenia tot comprat: el carro, la trona, el bressol... Tot preparat abans de donar a llum el que havia de ser el seu primogènit.;Successos;«La Mireia estava feliç perquè havia de ser mare» «La Mireia estava feliç perquè havia de ser mare». Sense donar crèdit al que estava passant, una coneguda de lapresumpta raptoradelnadó de Basurtoexplicava ahir al matí a DEIA que la jove de 24 anys estava «molt contenta» davant l’imminentnaixement del seu primer fill. Ho havia explicat a les seves amigues i fins i tot els havia ensenyat les fotos de les ecografies que li havien realitzat durant l’embaràs. La Mireia ho tenia tot comprat: el carro, la trona, el bressol... Tot preparat abans de donar a llum el que havia de ser el seu primogènit.;ca;Cataluña
Vídeo | Detingudes per drogar i robar els clients en un club de Sant Andreu de la Barca;https://www.elperiodico.cat/ca/successos/20221021/video-detingudes-drogar-robar-club-clients-sant-andreu-de-la-barca-77521216;21/10/2022;Agents dels Mossos van detenir, el dijous 13 d’octubre,dues dones per drogar clients d’un club de citesper fer càrrecs fraudulents amb les seves targetes bancàries. Els fets van succeir aSant Andreu de la Barca (Baix Llobregat, Barcelona).;Successos;Vídeo | Detingudes per drogar i robar els clients en un club de Sant Andreu de la Barca Agents dels Mossos van detenir, el dijous 13 d’octubre,dues dones per drogar clients d’un club de citesper fer càrrecs fraudulents amb les seves targetes bancàries. Els fets van succeir aSant Andreu de la Barca (Baix Llobregat, Barcelona).;ca;Cataluña
El pare del nadó segrestat a Bilbao: «Em vaig tornar boig, vaig buscar l’Aimar fins i tot a les escombraries»;https://www.elperiodico.cat/ca/successos/20221021/pare-bebe-segrestat-bilbao-tornar-77520972;21/10/2022;El Pedro i la Laura van viure dimecres a la nit les pitjors hores i les més llargues de la seva vida. Durant deu hores,el temps que l’Aimar, el seu nadó nounat, va estar segrestat a Bilbao, es van tornar bojos.«Estava totalment descontrolat, no sabia què fer», diu encara amb angoixa i plor el pare.No oblidaran mai el que ha passat.L’Aimar, el fill d’aquesta jove parellade Durango –que van ser pares per segona vegada–, va venir al món dimarts, va pesar gairebé tres quilos i el part va transcórrer amb normalitat.;Successos;El pare del nadó segrestat a Bilbao: «Em vaig tornar boig, vaig buscar l’Aimar fins i tot a les escombraries» El Pedro i la Laura van viure dimecres a la nit les pitjors hores i les més llargues de la seva vida. Durant deu hores,el temps que l’Aimar, el seu nadó nounat, va estar segrestat a Bilbao, es van tornar bojos.«Estava totalment descontrolat, no sabia què fer», diu encara amb angoixa i plor el pare.No oblidaran mai el que ha passat.L’Aimar, el fill d’aquesta jove parellade Durango –que van ser pares per segona vegada–, va venir al món dimarts, va pesar gairebé tres quilos i el part va transcórrer amb normalitat.;ca;Cataluña
La Guàrdia Urbana augmenta un 20% els seus agents en el Raval pel repunt de drogues;https://www.elperiodico.cat/ca/barcelona/20221020/guardia-urbana-augmenta-agents-droga-raval-77499442;20/10/2022;LaGuàrdia Urbana de Barcelona augmentarà un 20% la presència d’agents al barri del Ravala partir de divendres per fer front al’increment del consum de droguesen la via pública, que generen una percepció d’inseguretat, ha explicat en un comunicat l’ajuntament.;Successos;La Guàrdia Urbana augmenta un 20% els seus agents en el Raval pel repunt de drogues LaGuàrdia Urbana de Barcelona augmentarà un 20% la presència d’agents al barri del Ravala partir de divendres per fer front al’increment del consum de droguesen la via pública, que generen una percepció d’inseguretat, ha explicat en un comunicat l’ajuntament.;ca;Cataluña
La jutge veu indicis que el nòvio de Dana Leonte la va matar i va ocultar-ne els ossos;https://www.elperiodico.cat/ca/successos/20221020/jutge-veu-indicis-novio-dana-77497716;20/10/2022;La instructora del procediment que se segueix contra elnòvio deDana Leonte, investigat arran de la desaparició de la seva parella a Arenas (Màlaga) el 12 de juny del 2019,considera que existeixen indicis que va poder matar-la després de colpejar-la amb un pal i després amagar les seves restes òssies.;Successos;La jutge veu indicis que el nòvio de Dana Leonte la va matar i va ocultar-ne els ossos La instructora del procediment que se segueix contra elnòvio deDana Leonte, investigat arran de la desaparició de la seva parella a Arenas (Màlaga) el 12 de juny del 2019,considera que existeixen indicis que va poder matar-la després de colpejar-la amb un pal i després amagar les seves restes òssies.;ca;Cataluña
La dona que va trobar el nadó raptat: «Quan l’he vist, he sabut que era ell»;https://www.elperiodico.cat/ca/successos/20221020/dona-va-trobar-nado-raptat-he-77480012;20/10/2022;«Quan he vist el nadó sabia que era el segrestat», ha dit emocionada,Alicia López, la dona del barri bilbaí de Santutxu que a les 8.05 hores ha trobat a l’estora de casa seva elnounat raptat de l’Hospital de Basurtoper una dona que ha sigut detinguda aquest dimecres. Tot ha sigut ràpid, el nadó, segons ha comentat l’Aliciaestava embolicat en una tovallola i amb un bodi blanc.;Successos;La dona que va trobar el nadó raptat: «Quan l’he vist, he sabut que era ell» «Quan he vist el nadó sabia que era el segrestat», ha dit emocionada,Alicia López, la dona del barri bilbaí de Santutxu que a les 8.05 hores ha trobat a l’estora de casa seva elnounat raptat de l’Hospital de Basurtoper una dona que ha sigut detinguda aquest dimecres. Tot ha sigut ràpid, el nadó, segons ha comentat l’Aliciaestava embolicat en una tovallola i amb un bodi blanc.;ca;Cataluña
Trobat el cos sense vida del jugador de rugbi Liam Hampson a la sala Apolo de Barcelona;https://www.elperiodico.cat/ca/successos/20221019/trobat-mort-australia-jugador-rugbi-liam-hampson-sala-apolo-barcelona-77458789;19/10/2022;Treballadors de la sala Apolo de Barcelona han localitzat aquest dimecres elcos sense vida del jugador australià de rugbi Liam Hampsonen el complex d’oci, segons han confirmat els Mossos d’Esquadra.;Successos;Trobat el cos sense vida del jugador de rugbi Liam Hampson a la sala Apolo de Barcelona Treballadors de la sala Apolo de Barcelona han localitzat aquest dimecres elcos sense vida del jugador australià de rugbi Liam Hampsonen el complex d’oci, segons han confirmat els Mossos d’Esquadra.;ca;Cataluña
Els veïns que van trobar el cadàver del veí assassinat a Premià també el van gravar;https://www.elperiodico.cat/ca/successos/20221019/mossos-selfie-video-veins-gravacio-premia-assassinat-77454178;19/10/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències;Successos;Els veïns que van trobar el cadàver del veí assassinat a Premià també el van gravar Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències;ca;Cataluña
Les famílies de les nenes d’Aguilar de Campoo desaparegudes el 1992 recorren al Constitucional;https://www.elperiodico.cat/ca/successos/20221019/families-nenes-aguilar-campoo-desaparegudes-77448812;19/10/2022;Les famílies de les nenes d’Aguilar de Campoo (Palència)Virginia Guerrero i Manuela Torres, desaparegudes fa 30 anys,han recorregut l’arxiu de la investigació davant elTribunal Constitucional per saber què els va passar a les dues menors, de 14 i 13 anys, que van anar a Reinosa (Cantàbria) i mai van tornar a casa seva.;Successos;Les famílies de les nenes d’Aguilar de Campoo desaparegudes el 1992 recorren al Constitucional Les famílies de les nenes d’Aguilar de Campoo (Palència)Virginia Guerrero i Manuela Torres, desaparegudes fa 30 anys,han recorregut l’arxiu de la investigació davant elTribunal Constitucional per saber què els va passar a les dues menors, de 14 i 13 anys, que van anar a Reinosa (Cantàbria) i mai van tornar a casa seva.;ca;Cataluña
Detinguts els activistes islàmics Mohamed Said Badaoui i Amarouch Azbir, pendents d’una ordre d’expulsió;https://www.elperiodico.cat/ca/successos/20221018/detinguts-activistes-islamics-mohamed-said-amarouch-azbir-ordre-expulsio-77419271;18/10/2022;Els activistes islàmicsMohamed Said Badaoui i Amarouch Azbir, tots dos amb ordres d’expulsió pendents des de l’estiu, han sigut detinguts aquest dimarts, segons han denunciat entitats de suport a través de les xarxes socials i han confirmat a l’ACN fonts policials, que atribueixen les detencions, precisament, a aquest procés d’expulsió.;Successos;Detinguts els activistes islàmics Mohamed Said Badaoui i Amarouch Azbir, pendents d’una ordre d’expulsió Els activistes islàmicsMohamed Said Badaoui i Amarouch Azbir, tots dos amb ordres d’expulsió pendents des de l’estiu, han sigut detinguts aquest dimarts, segons han denunciat entitats de suport a través de les xarxes socials i han confirmat a l’ACN fonts policials, que atribueixen les detencions, precisament, a aquest procés d’expulsió.;ca;Cataluña
Condemnat a 44 anys de presó per assassinar la seva dona i la seva filla a Biscaia;https://www.elperiodico.cat/ca/successos/20221018/condemnat-44-anys-preso-assassinar-77412444;18/10/2022;L’Audiència de Biscaia hacondemnat a 44 anys de presó un home acusat d’assassinar la seva dona i la seva fillael març del 2020, colpejant-les amb una maça al crani i degollant-les després al seu domicili familiar d’Abanto (Biscaia).;Successos;Condemnat a 44 anys de presó per assassinar la seva dona i la seva filla a Biscaia L’Audiència de Biscaia hacondemnat a 44 anys de presó un home acusat d’assassinar la seva dona i la seva fillael març del 2020, colpejant-les amb una maça al crani i degollant-les després al seu domicili familiar d’Abanto (Biscaia).;ca;Cataluña
Analitzen un fèmur i un os del maluc per si corresponen a Juana Canal;https://www.elperiodico.cat/ca/successos/20221018/analitzen-femur-os-maluc-corresponen-77403177;18/10/2022;Els laboratoris de Criminalística delaGuàrdia Civilanalitzen les últimes restes òssies –un fèmur i un os de maluc– trobades aquest dilluns al paratge de la província d’Àvilaen el qual el 2019 es van trobar altres restes de Juana Canal, desapareguda al districte madrileny de Ciudad Lineal el 2003.;Successos;Analitzen un fèmur i un os del maluc per si corresponen a Juana Canal Els laboratoris de Criminalística delaGuàrdia Civilanalitzen les últimes restes òssies –un fèmur i un os de maluc– trobades aquest dilluns al paratge de la província d’Àvilaen el qual el 2019 es van trobar altres restes de Juana Canal, desapareguda al districte madrileny de Ciudad Lineal el 2003.;ca;Cataluña
L’assassí de Premià de Mar es va fer un ‘selfie’ amb el cadàver de la víctima;https://www.elperiodico.cat/ca/successos/20221018/assassi-premia-selfie-mataro-company-de-pis-mossos-77399889;18/10/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències;Successos;L’assassí de Premià de Mar es va fer un ‘selfie’ amb el cadàver de la víctima Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències;ca;Cataluña
«Les atrocitats a l’escola s’han d’acabar»: arrenca el judici per agressió sexual en grup a un nen amb Asperger;https://www.elperiodico.cat/ca/successos/20221018/judici-assetjament-menors-agressio-sexual-asperger-vallirana-77380588;18/10/2022;«Som aquí perquè el Sergi vol que el creguin, per tots els nens amb Asperger que pateixen ‘bullying’ i perquè les atrocitats a l’escola s’han d’acabar», ha dit aquest matí, a les portes de la Ciutat de la Justícia, Pilar Joan, la mare d’un nen amb Asperger que el 2018, quan tenia 13 anys,va denunciar haver sigut assetjat i agredit sexualment al pati de l’escola Verge del Roser de Valliranaper uns companys un any més grans que ell. El judici, en el qual quatre adolescents s’asseuen al banc dels acusats, ha arrencat avui al Jutjat 6 de Menors de Barcelona a porta tancada per preservar la identitat de les parts.;Successos;«Les atrocitats a l’escola s’han d’acabar»: arrenca el judici per agressió sexual en grup a un nen amb Asperger «Som aquí perquè el Sergi vol que el creguin, per tots els nens amb Asperger que pateixen ‘bullying’ i perquè les atrocitats a l’escola s’han d’acabar», ha dit aquest matí, a les portes de la Ciutat de la Justícia, Pilar Joan, la mare d’un nen amb Asperger que el 2018, quan tenia 13 anys,va denunciar haver sigut assetjat i agredit sexualment al pati de l’escola Verge del Roser de Valliranaper uns companys un any més grans que ell. El judici, en el qual quatre adolescents s’asseuen al banc dels acusats, ha arrencat avui al Jutjat 6 de Menors de Barcelona a porta tancada per preservar la identitat de les parts.;ca;Cataluña
Detingut el company de pis del veí assassinat a Premià de Mar;https://www.elperiodico.cat/ca/successos/20221016/detingut-vei-assassinat-company-de-pis-premia-de-mar-77327347;16/10/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències;Successos;Detingut el company de pis del veí assassinat a Premià de Mar Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències;ca;Cataluña
Els Mossos investiguen l’homicidi d’un home a Premià de Mar;https://www.elperiodico.cat/ca/societat/20221015/homicidi-premia-mar-arma-blanca-violencia-catalunya-77279595;15/10/2022;ElsMossos d’Esquadrainvestiguen unhomicidiaPremià de Mar. Lapolicia catalanaha trobat la matinada d’aquest dissabte unhome mortamb signes deviolènciaen una vivenda de la localitat delMaresme. Segons les fonts consultades per EL PERIÓDICO, lesferidesque presenta la víctima semblen compatibles amb l’ús d’unaarma blancacom unganivet. Tot i que no resultarà possible comprovar-ho fins que l’examen forenseho certifiqui, han precisat.;Successos;Els Mossos investiguen l’homicidi d’un home a Premià de Mar ElsMossos d’Esquadrainvestiguen unhomicidiaPremià de Mar. Lapolicia catalanaha trobat la matinada d’aquest dissabte unhome mortamb signes deviolènciaen una vivenda de la localitat delMaresme. Segons les fonts consultades per EL PERIÓDICO, lesferidesque presenta la víctima semblen compatibles amb l’ús d’unaarma blancacom unganivet. Tot i que no resultarà possible comprovar-ho fins que l’examen forenseho certifiqui, han precisat.;ca;Cataluña
Vídeo | Detinguts a Barcelona uns lladres de xalets que actuaven a Tarragona;https://www.elperiodico.cat/ca/successos/20221014/video-lladres-xalets-tarragona-barcelona-77239311;14/10/2022;Els Mossos van detenir dilluns passatquatre homes de Barcelona, de 22 a 34 anys, com a presumptes autors de dos robatorisamb força a xalets de Tarragona. Els Mossos van iniciar una investigació a principis de mes després dels dos robatoris, amb dos dies de diferència i amb un mètode similar. El primer robatori va ser el 6 d’octubre a plena llum del dia en un xalet de La Canonja (el Tarragonès), quan els lladres van forçarla porta d’entrada al jardí al migdiai van accedir a l’immoble. Van robar diners en efectiu, joies, aparells electrònics d’alta gamma i roba de marca. Dos dies més tard, el propietari d’una finca d’El Catllar(el Tarragonès) va denunciar que uns individus van entrar a robar a casa seva i van intentar inhibir l’alarma.;Successos;Vídeo | Detinguts a Barcelona uns lladres de xalets que actuaven a Tarragona Els Mossos van detenir dilluns passatquatre homes de Barcelona, de 22 a 34 anys, com a presumptes autors de dos robatorisamb força a xalets de Tarragona. Els Mossos van iniciar una investigació a principis de mes després dels dos robatoris, amb dos dies de diferència i amb un mètode similar. El primer robatori va ser el 6 d’octubre a plena llum del dia en un xalet de La Canonja (el Tarragonès), quan els lladres van forçarla porta d’entrada al jardí al migdiai van accedir a l’immoble. Van robar diners en efectiu, joies, aparells electrònics d’alta gamma i roba de marca. Dos dies més tard, el propietari d’una finca d’El Catllar(el Tarragonès) va denunciar que uns individus van entrar a robar a casa seva i van intentar inhibir l’alarma.;ca;Cataluña
Arrestats tres pescadors de Tarragona vinculats a la màfia marroquina de l’haixix;https://www.elperiodico.cat/ca/successos/20221013/pescadors-tarragona-haixix-mafia-delta-de-lebre-mossos-77192593;13/10/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències;Successos;Arrestats tres pescadors de Tarragona vinculats a la màfia marroquina de l’haixix Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències;ca;Cataluña
Un jove acudeix a l’hospital per una violació grupal a Saragossa;https://www.elperiodico.cat/ca/successos/20221012/jove-hospital-violacio-grupal-saragossa-77155510;12/10/2022;Es va despertar a casa seva envoltat de sang. El seu últim record, quatre joves que va conèixer en un bar de Saragossa, que el van acompanyar i quecreu que elvan violar per les lesions que presenta. Ara, la Unitat de Família i Dona (UFAM) de la Prefectura Superior de Policia d’Aragó ha obert diligències d’aquest cas d’agressió sexual, el primer durant les Festes del Pilar.;Successos;Un jove acudeix a l’hospital per una violació grupal a Saragossa Es va despertar a casa seva envoltat de sang. El seu últim record, quatre joves que va conèixer en un bar de Saragossa, que el van acompanyar i quecreu que elvan violar per les lesions que presenta. Ara, la Unitat de Família i Dona (UFAM) de la Prefectura Superior de Policia d’Aragó ha obert diligències d’aquest cas d’agressió sexual, el primer durant les Festes del Pilar.;ca;Cataluña
Desaparicions envoltades de misteri;https://www.elperiodico.cat/ca/successos/20221012/desaparicions-envoltades-misteri-galicia-77153461;12/10/2022;Esther Moro Espinelva sortir de casa seva delbarri de Vigo de Teisel24 de setembre passatper anar a comprar pa. Però jamai va tornara la vivenda que comparteix amb un company de pis, el mateix que, davant aquesta estranya absència, va acabar presentant la corresponent denúncia. Han passat ja gairebé tres setmanes des d’aquell dissabte ires se sap del que li va poder passara aquesta dona de 70 anys. La investigació de la Policia Nacional, que va activar el protocol de risc per tractar-se d’una persona gran que necessita medicació, va aconseguir trobar un fil per estirar gràcies al fet que lescàmeresd’un establiment van captar la seva imatgecaminantpel carrer, als voltants del seu domicili, el mateix dia que se li va perdre la pista. Però fins allà. Fa uns dies van desplegar a la Unitat de Guies Canins, que es va traslladar des de la Corunya, per rastrejar la zona on es van obtenir aquests fotogrames i alguns llocs boscosos, però la recerca va acabar sense èxit. Per ara els agentsno veuen indicis decriminalitatnitampoc que aquesta septuagenària se n’anés deformavoluntària. ¿On és llavors? ¿Què li va passar? Aquestes preguntes, per ara, no tenen resposta.;Successos;Desaparicions envoltades de misteri Esther Moro Espinelva sortir de casa seva delbarri de Vigo de Teisel24 de setembre passatper anar a comprar pa. Però jamai va tornara la vivenda que comparteix amb un company de pis, el mateix que, davant aquesta estranya absència, va acabar presentant la corresponent denúncia. Han passat ja gairebé tres setmanes des d’aquell dissabte ires se sap del que li va poder passara aquesta dona de 70 anys. La investigació de la Policia Nacional, que va activar el protocol de risc per tractar-se d’una persona gran que necessita medicació, va aconseguir trobar un fil per estirar gràcies al fet que lescàmeresd’un establiment van captar la seva imatgecaminantpel carrer, als voltants del seu domicili, el mateix dia que se li va perdre la pista. Però fins allà. Fa uns dies van desplegar a la Unitat de Guies Canins, que es va traslladar des de la Corunya, per rastrejar la zona on es van obtenir aquests fotogrames i alguns llocs boscosos, però la recerca va acabar sense èxit. Per ara els agentsno veuen indicis decriminalitatnitampoc que aquesta septuagenària se n’anés deformavoluntària. ¿On és llavors? ¿Què li va passar? Aquestes preguntes, per ara, no tenen resposta.;ca;Cataluña
El fiscal reclama 15 anys de presó per a uns pares per maltractar el seu nadó;https://www.elperiodico.cat/ca/successos/20221011/fiscal-preso-maltractament-nado-77129349;11/10/2022;La fiscalia demana quinze anys de presó per a uns pares acusats de maltractar el seu nadóde tres mesossacsejant-lo violentament, cosa que li va provocar una parada cardiorespiratòria l’abril del 2015, que va aconseguir superar tot i que li han quedat greus seqüeles motrius i cognitives.A l’Audiència de Barcelonaes va celebrar aquest dimarts el judici contra aquests progenitors, així com contra la tia materna del nadó, qui va negar davant el tribunal havermaltractat el menor,que estàsota tutela de la Generalitat, tot i que a càrrec de l’àvia paterna, amb la qual resideix, segons Efe.;Successos;El fiscal reclama 15 anys de presó per a uns pares per maltractar el seu nadó La fiscalia demana quinze anys de presó per a uns pares acusats de maltractar el seu nadóde tres mesossacsejant-lo violentament, cosa que li va provocar una parada cardiorespiratòria l’abril del 2015, que va aconseguir superar tot i que li han quedat greus seqüeles motrius i cognitives.A l’Audiència de Barcelonaes va celebrar aquest dimarts el judici contra aquests progenitors, així com contra la tia materna del nadó, qui va negar davant el tribunal havermaltractat el menor,que estàsota tutela de la Generalitat, tot i que a càrrec de l’àvia paterna, amb la qual resideix, segons Efe.;ca;Cataluña
Els forenses creuen que l’acusada del parricidi de Vilanova exagerava problemes mentals;https://www.elperiodico.cat/ca/successos/20221011/judici-induccio-assassinat-vilanova-77127877;11/10/2022;Pèrits forenses de l’Institut de Medicina Legal i Ciències Forenses de Catalunya (IMELEC)van defensar aquest dimarts quel’acusada d’induir un amic amb esquizofrènia paranoide el 2019 que matés el seu propi pare,Alba Andreu, exagerava els seus problemes psicològics, segons informa Efe.Així els van explicar en la nova sessió del judici amb juratque se celebra a l’Audiència de Barcelona.;Successos;Els forenses creuen que l’acusada del parricidi de Vilanova exagerava problemes mentals Pèrits forenses de l’Institut de Medicina Legal i Ciències Forenses de Catalunya (IMELEC)van defensar aquest dimarts quel’acusada d’induir un amic amb esquizofrènia paranoide el 2019 que matés el seu propi pare,Alba Andreu, exagerava els seus problemes psicològics, segons informa Efe.Així els van explicar en la nova sessió del judici amb juratque se celebra a l’Audiència de Barcelona.;ca;Cataluña
Vídeo | Enfrontament entre agents dels Mossos i veïns del Raval;https://www.elperiodico.cat/ca/barcelona/20221011/baralla-mossos-veins-raval-barcelona-assumptes-interns-77105504;11/10/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències;Successos;Vídeo | Enfrontament entre agents dels Mossos i veïns del Raval Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències;ca;Cataluña
